английский	русский	ultimately	в конечном счете
английский	русский	essential forces	основные силы
английский	русский	honors	почести
русский	английский	первоначально	originally
английский	русский	chowder	густая похлебка
английский	русский	avalanche	лавина
английский	русский	humpback whale	Горбатый кит
английский	русский	humpback	горб
английский	русский	whaling ship	китобойный корабль
английский	русский	worship	поклонение
английский	русский	set out to do	намереваться сделать
английский	русский	paranoid	параноик
английский	русский	hideaway	укрытие
английский	русский	criminal mastermind	преступный вдохновитель
английский	русский	locale	место действия
английский	русский	pedestrian	пешеход
английский	русский	downright	совершенно
английский	русский	partake	принимать участие
английский	русский	source	источник
английский	русский	liberty	свобода
английский	русский	riverbank	берег реки
английский	русский	crusader	крестоносец
английский	русский	worthy cause	достойное дело
английский	русский	near flawless	почти безупречный
английский	русский	chokepoint	перегруженный
английский	русский	congestion	перегруженность
английский	русский	ascent	восхождение
английский	русский	treaty	договор
русский	английский	производство	production
русский	английский	сила воли	strength of will
английский	русский	wealthy people	богатые люди
английский	русский	transparent	прозрачный
английский	русский	compelling evidence	убедительные доказательства
английский	русский	puzzled by	озадаченный
английский	русский	roadblock	дорожное заграждение
английский	русский	back burner	задняя конфорка
английский	русский	in the first place	в первую очередь
английский	русский	breakthrough	прорвать
английский	русский	spelunking	спелеология
английский	русский	reduce	уменьшить
английский	русский	bowel movements	испражнения
английский	русский	smear	мазок
английский	русский	leap	прыжок
английский	русский	thesis	Тезис
английский	русский	evenly	равномерно
английский	русский	evenly distributed	равномерно распределены
английский	русский	evenly distributed amongst	равномерно распределенных между
английский	русский	free range eggs	яйца свободного ассортимента
английский	русский	jumbo	гигантский
английский	русский	sabbatical leave	отпуск
английский	русский	kowtow	пресмыкаться
английский	русский	mediocre mind	посредственный ум
английский	русский	motion sensor	Датчик движения
английский	русский	tied into	привязанный к
английский	русский	self worth	самооценка
английский	русский	enjoyable experience	приятный опыт
английский	русский	to buying in bulk	покупать оптом
английский	русский	purchase	покупка
английский	русский	to buy  30 years worth of	купить 30 лет
английский	русский	significant savings	значительная экономия
английский	русский	savings	экономия
английский	русский	fairly	довольно
английский	русский	reference	Справка
английский	русский	dead end	тупик
английский	русский	buckle up	пристегнитесь
английский	русский	crabby	раздражительный
английский	русский	don't trouble yourself	не беспокойтесь
английский	русский	bobcat	рысь
английский	русский	shed	сарай
английский	русский	sonic	звуковой
английский	русский	bounty	щедрость
английский	русский	if it please your highness	если вам нравится ваше высочество
английский	русский	doodling	рисовал
русский	английский	выглядывать из-за спины	peep out from behind
английский	русский	fare	плата за проезд
русский	английский	я люблю общаться с людьми	I like to communicate with people
английский	русский	foolish	глупый
английский	русский	collaborate	сотрудничать
английский	русский	misrepresentation	введение в заблуждение
русский	английский	бешенство	rabies
английский	русский	superstitious nonsense	суеверный вздор
английский	русский	beloved	возлюбленная
английский	русский	intercourse	общение
английский	русский	brings to mind	придумывает
английский	русский	irrelevant	не имеет значения
английский	русский	relevant to	имеющих отношение к
английский	русский	had me tested	проверил меня
английский	русский	local cuisine	местная кухня
английский	русский	stagnant	застойный
английский	русский	retina	сетчатка
английский	русский	bungee cord	шнур для банджи
русский	английский	высаживать из автомашин	debus
английский	русский	speed bump	лежачий полицейский
английский	русский	withdraw	изымать
английский	русский	withdraw money	снять деньги
английский	русский	withdraw money from the bank	снимать деньги с банка
английский	русский	brain drain	утечка мозгов
английский	русский	brain teasers	головоломки
английский	русский	reckless nonchalance	безрассудная беззаботность
английский	русский	look on the bright side	смотреть на светлую сторону
английский	русский	graduate student	аспирант
английский	русский	a finger down the throat	палец вниз по горлу
английский	русский	first rate minds	первоклассные умы
английский	русский	prevailing opinion	преобладающее мнение
английский	русский	trident of poseidon	трезубец Посейдона
русский	английский	мне нужно подтянуть мой английский	I need to pull up my English
английский	русский	pull up	подтягивать
английский	русский	ruling the seven sea	управляя семью морями
английский	русский	giant mantis	гигантский богомол
английский	русский	drafts	Черновики
английский	русский	footnote	сноска
английский	русский	revering	почитание
русский	английский	фехтовать	fence
английский	русский	drat	провались ты
английский	русский	doze off	задремать
английский	русский	sanctuary	святилище
английский	русский	distract	отвлекать
английский	русский	nitpick	придираться
русский	английский	вдохновлять	inspire
русский	английский	порыв	impulse
русский	английский	нотариус	notary
английский	русский	dissipate	рассеивать
русский	английский	в конечном итоге	ultimately
английский	русский	somnambulist	лунатик
английский	русский	yammer	нытье
английский	русский	straight peers	прямые сверстники
английский	русский	shift the	сдвинуть
английский	русский	parsing	разбор
английский	русский	dumplings with white cheese	пельмени с белым сыром
английский	русский	hearty	сердечный
английский	русский	closed captions	субтитры
английский	русский	bug-eyed	ошибка глаз
английский	русский	dill	укроп
английский	русский	vociferously	крикливо
английский	русский	pre approval	предварительное одобрение
английский	русский	mock	издеваться
английский	русский	play along	Подыгрывать
английский	русский	banality	банальность
английский	русский	nutcase	псих
английский	русский	poke around	вынюхивать
английский	русский	piggyback	комбинированный
английский	русский	knuckle under	суставы под
английский	русский	neuter	бесполый
английский	русский	puny	тщедушный
английский	русский	circumvent	обойти
английский	русский	anticipate	предвидеть
английский	русский	imply	подразумевать
английский	русский	ken	кругозор
английский	русский	undergarments	нательное белье
английский	русский	brassiere	лифчик
английский	русский	caught my eye	бросилось в глаза
английский	русский	out of hand	из рук
английский	русский	concede	уступать
английский	русский	it is shorten the war	это сокращает войну
английский	русский	did you tell on me	ты сказал мне
английский	русский	bigger than all combined	больше, чем все
английский	русский	comprehension	понимание
русский	английский	осмысление	comprehension
английский	русский	nerf gun	пистолет-пулемет
английский	русский	disproves	опровержение
английский	русский	distinctive	отличительный
английский	русский	scope of work	объем работы
английский	русский	wingman	ведомый
английский	русский	greasy hair	Жирные волосы
английский	русский	dumpster	мусорный контейнер
английский	русский	order of magnitude	порядок величины
английский	русский	stipulate	оговаривать
английский	русский	inarguably	бесспорно
английский	русский	permission	разрешение
английский	русский	honky-tonk	дешевый бар
английский	русский	carpool	совместно пользоваться автомобилем
английский	русский	water vessel	водное судно
английский	русский	propulsion	силовая установка
английский	русский	sneak out	выскальзывать
английский	русский	sneak off	улизнуть
английский	русский	a hell of a brisket	чертовски грудинка
английский	русский	firm up a details	уточнить детали
английский	русский	receive	Получать
английский	русский	decease	кончина
английский	русский	feign	симулировать
английский	русский	faint	слабый
английский	русский	wink	подмигивать
английский	русский	currently	В данный момент
английский	русский	to freak out	беситься
английский	русский	banal chit chat	банальная болтовня
английский	русский	chit chat	болтовня
английский	русский	distinguished doctor	уважаемый доктор
английский	русский	tolerable	терпимый
английский	русский	suppress the libido	подавлять либидо
английский	русский	unravel	распутывать
английский	русский	sufficient	достаточно
английский	русский	foul mood	плохое настроение
английский	русский	landing party	посадочная площадка
английский	русский	indecipherable invitation	неразборчивое приглашение
английский	русский	pursuant	в соответствии
английский	русский	deem	считать
английский	русский	unfit	непригодный
английский	русский	hereby	настоящим
английский	русский	defected	дезертировал
английский	русский	equilibrium state	состояние равновесия
английский	русский	crave	жаждать
английский	русский	destined to	суждено
английский	русский	laypeople	миряне
английский	русский	mattress suture	матрацный шов
английский	русский	time honored	время
английский	русский	contraindicated	противопоказано
английский	русский	discharge papers	выписные
английский	русский	conceive	зачать
английский	русский	misdemeanor	проступок
английский	русский	inflammation	воспаление
английский	русский	linger	задерживаться
английский	русский	reluctance	нежелание
английский	русский	lingering bacterial infection	затяжная бактериальная инфекция
английский	русский	swirling around	кружась вокруг
английский	русский	implementation	реализация
английский	русский	cohabitation	Сожительство
английский	русский	sidekick	кореш
английский	русский	brass instrument	латунный инструмент
английский	русский	she's not offended	она не обижалась
английский	русский	mosey	сматываться
английский	русский	prostate exam	экзамен простаты
английский	русский	veritable smorgasbord	настоящий шведский стол
русский	английский	приписывать	attribute
английский	русский	pace	темп
русский	английский	пропасть	abyss
английский	русский	belatedly	запоздало
английский	русский	radiant	лучистый
английский	русский	external	внешний
английский	русский	via	с помощью
английский	русский	enable	включить
русский	английский	давать возможность	enable
английский	русский	gripping story	захватывающая история
английский	русский	winter solstice	зимнее солнцестояние
английский	русский	essence	сущность
английский	русский	so called	так называемые
английский	русский	reciprocity	взаимность
английский	русский	yell	вопить
английский	русский	yelled at	накричал на
английский	русский	custom	обычай
английский	русский	commensurate value	соразмерная стоимость
английский	русский	skyrocket	сигнальная ракета
английский	русский	endearing	привлекательный
английский	русский	blurry	размыто
английский	русский	indoors	в помещении
английский	русский	conundrum	головоломка
английский	русский	agile mind	живой ум
английский	русский	reciprocate	отвечать взаимностью
английский	русский	digestive distress	расстройство пищеварения
английский	русский	digestive	пищеварительный
английский	русский	digestion	пищеварение
английский	русский	decapitated	обезглавлены
английский	русский	schoolyard bully	школьный хулиган
английский	русский	bully	задира
английский	русский	call spoiler alert	вызвать оповещение о спойлере
английский	русский	carnal	плотский
английский	русский	repartee	находчивость
английский	русский	trash talk	Пустая болтовня
английский	русский	boastful	хвастливый
английский	русский	devastated	опустошенный
английский	русский	chipmunk	бурундук
английский	русский	overconfidence	самоуверенность
английский	русский	warfare	военное дело
английский	русский	spoils of war	трофеи войны
английский	русский	sucker punch	запрещенный прием
английский	русский	carry away	уносить
английский	русский	cheer up	взбодритесь
английский	русский	tan line	линия загара
английский	русский	nevertheless	тем не менее
английский	русский	whimsical side	причудливая сторона
английский	русский	hokum	жульничество
английский	русский	transferable	переводный
английский	русский	fill the void	заполнить пустое место
английский	русский	mothballs	нафталин
английский	русский	flow chart	блок-схема
английский	русский	recreational activities	развлекательные мероприятия
английский	русский	recreation	отдых
английский	русский	prudent	предусмотрительный
английский	русский	herculean task	задача геркулеса
английский	русский	certain	определенный
английский	русский	disturbing	тревожный
английский	русский	disturb	беспокоить
английский	русский	should have would have could have	должны были бы иметь
английский	русский	futility	бесполезность
русский	английский	бытие определяет сознание	being determines consciousness
русский	английский	тщетность	futility
английский	русский	sequence	последовательность
русский	английский	сквозняк	draft
английский	русский	attach	прикреплять
английский	русский	slit	щель
русский	английский	кровоточить	bleed
английский	русский	state of the art	уровень развития
английский	русский	state of the art technology	современные технологии
английский	русский	lumbar	поясничный
английский	русский	lumbar support	поясничная поддержка
английский	русский	if you recall	если вы вспомните
английский	русский	obtain more money	получать больше денег
английский	русский	it occurs to me	это происходит со мной
английский	русский	divvied up	разведен
английский	русский	deceptive	обманчивый
английский	русский	fuse	предохранитель
английский	русский	overlook	игнорировать
английский	русский	rely	полагаться
английский	русский	frivolous lawsuit	легкомысленный иск
английский	русский	you seem under pressure	вы, кажется, под давлением
английский	русский	larceny	воровство
английский	русский	ambience	атмосфера
английский	русский	duodenum	двенадцатиперстная кишка
английский	русский	get it when get it	получить его, когда получите его
английский	русский	get it when gets it	получить его при получении
английский	русский	moral epiphany	моральное прозрение
английский	русский	epiphany	Богоявление
английский	русский	adulation	низкопоклонство
английский	русский	indelible ink	несмываемые чернила
английский	русский	trepidation	беспокойство
английский	русский	out of order	вышел из строя
английский	русский	hit it off	найти общий язык
английский	русский	tenured law professor	профессор юридического факультета
английский	русский	adolescent	подросток
английский	русский	selective mutism	избирательный мутизм
английский	русский	half bombed	наполовину бомбили
английский	русский	exterior	экстерьер
английский	русский	workaday	будничный
английский	русский	see through	смотреть сквозь
русский	английский	затор	congestion
русский	английский	сим карта	SIM card
русский	английский	что-либо привычное	habitual
русский	английский	сексуально возбужденный	sexually aroused
английский	русский	dent	вмятина
английский	русский	exertion	напряжение
английский	русский	decaf	без кофеина
английский	русский	suspension bridge	подвесной мост
английский	русский	whiplash	ремень кнута
английский	русский	ventriloquist	чревовещатель
английский	русский	ventriloquist dummy	мульфильм
английский	русский	sit on the lap	сидеть на коленях
английский	русский	to maul	молить
английский	русский	rabid wolverine	бешеный росомаха
английский	русский	weigh down	отягощать
русский	английский	выбивать из игры	stump
английский	русский	health insurance	медицинская страховка
английский	русский	rolling stone	катящийся камень
английский	русский	sexually transmitted disease	венерическая болезнь
английский	русский	lay eggs	откладывать яйца
английский	русский	blowfly	мясная муха
английский	русский	hatch larvae	личинки люков
русский	английский	вылупляться	hatch
английский	русский	larvae	личинки
английский	русский	auditory canal	слуховой канал
английский	русский	ice thingy	ледяная мельница
английский	русский	thingy	штуковина
английский	русский	leaflet	листовка
английский	русский	tenuous grasp	слабое схватывание
английский	русский	blister	волдырь
английский	русский	tread lightly	слегка стучать
английский	русский	bowl	миска
английский	русский	exuberant	буйный
английский	русский	convention	условность
английский	русский	afflicted with	страдающий
английский	русский	imminently	в ближайшее время
английский	русский	excel	превосходить
английский	русский	behold	вот
английский	русский	cornish head	кукурузная голова
английский	русский	sabbath	суббота
русский	английский	тоскующий по родине	homesick
английский	русский	start over	начать сначала
английский	русский	friends with benefits	секс по дружбе
английский	русский	deploy	развертывание
английский	русский	waste disposal system	система удаления отходов
английский	русский	bodily function	физическая функция
английский	русский	vaguely remember	смутно помнить
английский	русский	suitors	женихи
английский	русский	fondness	любовь
английский	русский	backwards	назад
английский	русский	vigorous	бодрый
английский	русский	assistance	помощь
русский	английский	нисходить	descend
английский	русский	descend to anarchy	спускаться к анархии
английский	русский	divert	переадресовывать
английский	русский	supportive person	поддерживающий человек
английский	русский	exploration	исследование
русский	английский	дальняя разведка	long-range reconnaissance
английский	русский	reinforce	усиливать
английский	русский	waste material	отходы
английский	русский	hit the fan	поразить вентилятор
английский	русский	diminishing	уменьшающийся
английский	русский	glacial	ледниковый
английский	русский	crafty	коварный
английский	русский	craftier	хитрее
английский	русский	banana slug	банановая слизь
английский	русский	slug	слизень
английский	русский	sluggish	медлительный
английский	русский	rampant poverty	необузданная бедность
английский	русский	outbreak of illness	вспышка болезни
английский	русский	ovaries	яичники
английский	русский	meatloaf	мясной рулет
английский	русский	classified	объявление
английский	русский	classify	классифицировать
русский	английский	военные учения	military training
английский	русский	desolation	опустошение
английский	русский	legibly	разборчиво
русский	английский	равнодушие	indifference
русский	английский	равнодушный	indifferent
английский	русский	for starters	для начинающих
английский	русский	depict	изображать
английский	русский	render	оказывать
английский	русский	the question moot	вопрос спорный
английский	русский	tentatively accepted	предварительно принято
английский	русский	tentatively	ориентировочно
английский	русский	premature	преждевременный
английский	русский	undertaking	предприятие
английский	русский	crossbow	арбалет
английский	русский	span	пролет
английский	русский	provide substitute	обеспечить замену
английский	русский	nagging	нытье
английский	русский	walrus	морж
английский	русский	short attention span	короткий промежуток внимания
английский	русский	carnal desire	плотское желание
английский	русский	off duty	вне службы
английский	русский	dogsled	собачьих упряжках
английский	русский	reconstitute	восстанавливать
английский	русский	icicle	сосулька
английский	русский	headway	продвижение вперед
английский	русский	bubbly	пузырчатый
английский	русский	top grossing	бестселлер
английский	русский	equity	капитал
английский	русский	parity	соотношение
английский	русский	inclusion	включение
английский	русский	spotlight	прожектор
английский	русский	abundant	обильный
английский	русский	abundant joy	обильная радость
английский	русский	i ' m entirely certain	я абсолютно уверен
латинский	русский	post hoc ergo propter hoc	После этого, следовательно, из-за этого
английский	русский	i m not sassing you	я не набрасываю тебя
английский	русский	first come first serve	первый пришел первый обслужен
английский	русский	findings	Выводы
русский	английский	добытые сведения	extracted information
английский	русский	effusive	экспансивный
английский	русский	core body temperature	основная температура тела
английский	русский	plummeting	резкое падение
английский	русский	bonding moment	момент сцепления
английский	русский	reeks of	запах
английский	русский	vulcan hearing	вульбанский слух
английский	русский	grand deception	великий обман
английский	русский	groundbreaking stride in science	новаторский шаг в науке
английский	русский	overreacting	преувеличиваешь
русский	английский	слишком остро реагировать	overreact
английский	русский	trouper	актер
английский	русский	catch a break	поймать перерыв
английский	русский	remotely operated vehicle	дистанционно управляемый автомобиль
английский	русский	remotely comparable	удаленно сопоставимый
английский	русский	abruptly	резко
английский	русский	abruptly change the subject	резко изменить тему
английский	русский	proverbial	общеизвестный
английский	русский	trajectory	траектория
английский	русский	take a minor detour	взять небольшой крюк
английский	русский	minor	незначительный
английский	русский	off a cliff	с утеса
английский	русский	scathing retort	резкая реторта
английский	русский	doozy	Doozy
английский	русский	preserve	сохранять
английский	русский	resin	смола
русский	английский	заявление об отставке	application for resignation
английский	русский	resigned	подал в отставку
английский	русский	plateful	полная тарелка
английский	русский	if you recol	если вы вспомните
английский	русский	turtleneck	водолазка
английский	русский	tumbleweed	перекати-поле
английский	русский	blend into the crowd	влиться в толпу
английский	русский	attain	достигать
английский	русский	spree	веселье
английский	русский	living spree	живое веселье
английский	русский	cornrows	косички
английский	русский	cornrow	заплетать волосы в косички
английский	русский	drunken slumber	пьяный сон
английский	русский	slumber	дремота
английский	русский	alert guard	охранник
русский	английский	разборчиво	legibly
русский	английский	перефразировать	rephrase
английский	русский	colon	двоеточие
английский	русский	emoticon	смайлик
английский	русский	capital letter	Заглавная буква
английский	русский	self criticism	самокритичность
английский	русский	infact	на самом деле
английский	русский	crutch	костыль
английский	русский	head back to	вернуться назад
английский	русский	head back	голова назад
английский	русский	harnessing	Овладение
английский	русский	offset	смещение
английский	русский	bloodshed	кровопролитие
английский	русский	large scale manufacturing	крупномасштабное производство
английский	русский	aftermath of	после
английский	русский	attending	посещение
английский	русский	meeting adjourned	заседание отложено
английский	русский	astonish	изумлять
английский	русский	trivial	тривиальный
английский	русский	abysmal	бездонный
английский	русский	perkiness	высокомерие
русский	английский	неправдоподобный	improbable
английский	русский	manure	навоз
английский	русский	insufferable and obnoxious	невыносимый и неприятный
английский	русский	entertaining	развлекательный
английский	русский	forbidden	запрещено
английский	русский	miscellaneous	Разное
английский	русский	tissue damage	повреждение тканей
английский	русский	incongruous	неуместный
английский	русский	stencil	трафарет
английский	русский	amorous activity	любовная деятельность
английский	русский	vail	наклонять
английский	русский	thinly veiled	тонко завуалированный
английский	русский	thinly veiled insult	тонко завуалированный оскорбление
английский	русский	omit	пропускать
английский	русский	chemist	химик
английский	русский	expel	высылать
английский	русский	mandatory	обязательное
английский	русский	splendid	великолепный
английский	русский	pulling strings	веревочкой
английский	русский	make out	целоваться
английский	русский	annihilation	уничтожение
английский	русский	inference	вывод
английский	русский	intolerant	нетерпимый
английский	русский	misnomer	неправильное название
английский	русский	designation	обозначение
английский	русский	eidetic memory	эйдетическая память
английский	русский	pre show	предварительный показ
английский	русский	teeny	крохотный
английский	русский	serpent	змей
английский	русский	fetch	получать
английский	русский	torn	порванный
английский	русский	matchmaker	сваха
английский	русский	skirmish	перестрелка
английский	русский	timid	робкий
английский	русский	ubiquitous	вездесущий
английский	русский	pee wee	мочиться
английский	русский	commie plot	коммерческий участок
английский	русский	commie	коммунист
английский	русский	tier one	уровень один
английский	русский	tier	ярус
английский	русский	peers	сверстники
английский	русский	mating	спаривание
английский	русский	usage	Применение
английский	русский	coin purse	кошелек
английский	русский	mimesis	имитирование
английский	русский	indigenous people	коренные народы
английский	русский	courtesy	учтивость
английский	русский	amplify	усиливать
английский	русский	roll the dice	бросить кости
английский	русский	melt down	расплавиться
английский	русский	bunk bed	двухъярусная кровать
английский	русский	mutually exclusive	взаимоисключающий
английский	русский	announce	анонсировать
английский	русский	awkward encounter	неудобная встреча
английский	русский	amorous activities	любовная деятельность
английский	русский	drop dead	упасть замертво
английский	русский	under tipped	под наконечником
английский	русский	sole	единственный
английский	русский	stomach stapled	желудок сшитый
английский	русский	nest	гнездо
английский	русский	perceive it	воспринимать это
английский	русский	mint	мята
английский	русский	childhood issues	проблемы детства
английский	русский	occasionally	время от времени
английский	русский	junk	барахло
английский	русский	collateral beauty	залог красоты
английский	русский	uncertainty	неопределенность
английский	русский	severely	сильно
английский	русский	severely damaged	сильно поврежден
английский	русский	lactose intolerance	непереносимость лактозы
английский	русский	amplifier	усилитель
английский	русский	stray	бездомный
английский	русский	indulgence	снисходительность
английский	русский	enchant	очаровывать
русский	английский	усложнять	complicate
английский	русский	warmth	тепло
английский	русский	whimsical duck stickers	причудливые утки
английский	русский	damsel	девица
английский	русский	warp	деформироваться
английский	русский	inexplicably	необъяснимо
английский	русский	irritable nurse	раздражительная медсестра
английский	русский	dislocat	dislocat
английский	русский	adhesive	клей
английский	русский	sub psychotic rage	суб-психотическая ярость
английский	русский	skin lesions	поражения кожи
английский	русский	drool	сочиться
английский	русский	struck out	вычеркнул
английский	русский	threshold	порог
английский	русский	dried fruit	сухофрукт
английский	русский	deprived	лишенный
английский	русский	controversy	полемика
английский	русский	saggy	отвислый
английский	русский	interject	вставлять
английский	русский	propagation	распространение
английский	русский	riot	бунт
английский	русский	primarily	в первую очередь
английский	русский	hence	следовательно
английский	русский	class action	групповое действие
русский	английский	страдающий от газов	flatulent
английский	русский	quirky	ушлый
английский	русский	gal	гал
английский	русский	willy nilly	волей-неволей
русский	английский	волей-неволей	willy-nilly
английский	русский	equitable distribution	справедливое распределение
английский	русский	equitable	равноправный
английский	русский	the more the merrier	чем больше тем лучше
английский	русский	equivalency	равноценность
английский	русский	suffocate	задыхаться
английский	русский	distort	искажать
английский	русский	distorted	искаженный
английский	русский	lima beans	лимская фасоль
английский	русский	moist breathe	влажное дыхание
английский	русский	plumber	водопроводчик
